,LifetimeB1,LifetimeB2,ATLASlumi,CMSlumi,IntB1,IntB2,Ene,Betastar_IP1,Betastar_IP5,Xing_IP1,Xing_IP5,BMode
1525605101.785,21.843,22.538,19848.055,10336.02,277421320000000.0,280150150000000.0,54155.0,30.0,30.0,160.0,160.0,11.0
1525605111.785,22.791,22.964,19846.393,10229.285,277405800000000.0,280125850000000.0,54155.0,30.0,30.0,160.0,160.0,11.0
1525605121.785,26.743,27.273,19883.094,4781.8247,277356770000000.0,280093470000000.0,54155.0,30.0,30.0,160.0,160.0,11.0
1525605131.785,29.077,30.933,19886.307,1831.7286,277327600000000.0,280077280000000.0,54155.0,30.0,30.0,160.0,160.0,11.0
1525605141.785,29.497,32.515,19889.035,1831.806,277307110000000.0,280060470000000.0,54155.0,30.0,30.0,160.0,160.0,11.0
1525605151.785,15.176,20.667,19804.416,18918.121,277234500000000.0,280018770000000.0,54155.0,30.0,30.0,160.0,160.0,11.0
1525605161.785,16.186,20.359,19794.402,18906.127,277196030000000.0,279973920000000.0,54155.0,30.0,30.0,160.0,160.0,11.0
1525605171.785,16.731,20.165,19800.822,18895.412,277141410000000.0,279938440000000.0,54155.0,30.0,30.0,160.0,160.0,11.0
1525605181.785,15.749,19.912,19783.21,18888.748,277089900000000.0,279899210000000.0,54155.0,30.0,30.0,160.0,160.0,11.0
1525605191.785,16.209,20.006,19777.393,18887.262,277035910000000.0,279858110000000.0,54155.0,30.0,30.0,160.0,160.0,11.0
1525605201.785,17.366,19.945,19767.44,18879.088,277004870000000.0,279826350000000.0,54155.0,30.0,30.0,160.0,160.0,11.0
1525605211.785,16.418,19.707,19762.373,18872.05,276943430000000.0,279797090000000.0,54155.0,30.0,30.0,160.0,160.0,11.0
1525605221.785,16.763,20.05,19764.947,18865.953,276886960000000.0,279757240000000.0,54155.0,30.0,30.0,160.0,160.0,11.0
1525605231.785,16.639,19.891,19761.566,18856.11,276843510000000.0,279733570000000.0,54155.0,30.0,30.0,160.0,160.0,11.0
1525605241.785,16.009,19.912,19766.309,18849.984,276815590000000.0,279695600000000.0,54155.0,30.0,30.0,160.0,160.0,11.0
1525605251.785,16.215,19.92,19754.555,18848.365,276758480000000.0,279650140000000.0,54155.0,30.0,30.0,160.0,160.0,11.0
1525605261.785,16.052,20.051,19735.893,18839.562,276698290000000.0,279607790000000.0,54155.0,30.0,30.0,160.0,160.0,11.0
1525605271.785,16.509,20.04,19751.066,18840.19,276641810000000.0,279575430000000.0,54155.0,30.0,30.0,160.0,160.0,11.0
1525605281.785,16.261,19.901,19733.742,18816.234,276605190000000.0,279545530000000.0,54155.0,30.0,30.0,160.0,160.0,11.0
1525605291.785,17.08,19.967,19722.488,18813.885,276537540000000.0,279495100000000.0,54155.0,30.0,30.0,160.0,160.0,11.0
1525605301.785,16.402,20.099,19735.633,18806.902,276500940000000.0,279462100000000.0,54155.0,30.0,30.0,160.0,160.0,11.0
1525605311.785,16.844,20.027,19735.994,18804.02,276461830000000.0,279409170000000.0,54155.0,30.0,30.0,160.0,160.0,11.0
1525605321.785,16.628,20.054,19720.514,18788.688,276397290000000.0,279378660000000.0,54155.0,30.0,30.0,160.0,160.0,11.0
1525605331.785,16.712,20.129,19720.1,18787.635,276347020000000.0,279330090000000.0,54155.0,30.0,30.0,160.0,160.0,11.0
1525605341.785,16.615,20.147,19714.83,18785.738,276320330000000.0,279308300000000.0,54155.0,30.0,30.0,160.0,160.0,11.0
1525605351.785,16.415,19.162,19711.395,18772.613,276261990000000.0,279277160000000.0,54155.0,30.0,30.0,160.0,160.0,11.0
1525605361.785,16.281,20.114,19620.955,18695.72,276224130000000.0,279234200000000.0,54155.0,30.0,30.0,160.0,160.0,11.0
1525605371.785,17.479,19.593,19679.736,18705.232,276170140000000.0,279195590000000.0,54155.0,30.0,30.0,160.0,160.0,11.0
1525605381.785,16.996,21.133,19693.006,18745.195,276124220000000.0,279173180000000.0,54155.0,30.0,30.0,160.0,160.0,11.0
1525605391.785,17.029,19.926,19676.625,18714.842,276073940000000.0,279127090000000.0,54155.0,30.0,30.0,160.0,160.0,11.0
1525605401.785,17.177,19.864,19661.47,18706.875,276018090000000.0,279084760000000.0,54155.0,30.0,30.0,160.0,160.0,11.0
1525605411.785,16.814,20.739,19659.795,18708.773,275967200000000.0,279039290000000.0,54155.0,30.0,30.0,160.0,160.0,11.0
1525605421.785,16.527,20.93,19675.936,18715.482,275918160000000.0,279003810000000.0,54155.0,30.0,30.0,160.0,160.0,11.0
1525605431.785,17.553,20.606,19674.217,18709.742,275889620000000.0,278987000000000.0,54155.0,30.0,30.0,160.0,160.0,11.0
1525605441.785,16.92,19.849,19641.17,18687.75,275835620000000.0,278939050000000.0,54155.0,30.0,30.0,160.0,160.0,11.0
1525605451.785,17.584,20.167,19627.963,18654.336,275785970000000.0,278895460000000.0,54155.0,30.0,30.0,160.0,160.0,11.0
1525605461.785,16.955,20.638,19625.707,18647.447,275732610000000.0,278861840000000.0,54155.0,30.0,30.0,160.0,160.0,11.0
1525605471.785,17.278,20.656,19625.996,18633.133,275683570000000.0,278831940000000.0,54155.0,30.0,30.0,160.0,160.0,11.0
1525605481.785,17.959,20.308,19613.623,18608.31,275650680000000.0,278792100000000.0,54155.0,30.0,30.0,160.0,160.0,11.0
1525605491.785,18.222,20.355,19615.055,18604.42,275595450000000.0,278746030000000.0,54155.0,30.0,30.0,160.0,160.0,11.0
1525605501.785,17.3,20.651,19601.592,18596.916,275556970000000.0,278714270000000.0,54155.0,30.0,30.0,160.0,160.0,11.0
1525605511.785,17.88,20.412,19598.791,18590.797,275505460000000.0,278676290000000.0,54155.0,30.0,30.0,160.0,160.0,11.0
1525605521.785,17.46,20.397,19584.176,18565.695,275470080000000.0,278642660000000.0,54155.0,30.0,30.0,160.0,160.0,11.0
1525605531.785,18.1,20.55,19587.262,18558.78,275419190000000.0,278607780000000.0,54155.0,30.0,30.0,160.0,160.0,11.0
1525605541.785,18.032,20.561,19577.822,18545.562,275383190000000.0,278577280000000.0,54155.0,30.0,30.0,160.0,160.0,11.0
1525605551.785,17.817,20.494,19573.457,18535.244,275322370000000.0,278538680000000.0,54155.0,30.0,30.0,160.0,160.0,11.0
1525605561.785,18.289,20.457,19562.95,18521.13,275291950000000.0,278491350000000.0,54155.0,30.0,30.0,160.0,160.0,11.0
1525605571.785,17.916,20.624,19556.719,18510.566,275244170000000.0,278466450000000.0,54155.0,30.0,30.0,160.0,160.0,11.0
1525605581.785,18.382,20.581,19546.105,18493.209,275207560000000.0,278421610000000.0,54155.0,30.0,30.0,160.0,160.0,11.0
1525605591.785,18.352,20.509,19539.01,18483.002,275164730000000.0,278384240000000.0,54155.0,30.0,30.0,160.0,160.0,11.0
1525605601.785,17.908,20.406,19531.625,18479.457,275109500000000.0,278350620000000.0,54155.0,30.0,30.0,160.0,160.0,11.0
1525605611.785,17.743,20.637,19537.77,18453.143,275076600000000.0,278312020000000.0,54155.0,30.0,30.0,160.0,160.0,11.0
1525605621.785,18.269,20.724,19521.412,18453.74,275032540000000.0,278275910000000.0,54155.0,30.0,30.0,160.0,160.0,11.0
1525605631.785,17.543,20.601,19517.13,18443.234,274990950000000.0,278249140000000.0,54155.0,30.0,30.0,160.0,160.0,11.0
1525605641.785,18.268,20.659,19513.9,18423.348,274951860000000.0,278217380000000.0,54155.0,30.0,30.0,160.0,160.0,11.0
1525605651.785,17.718,20.716,19503.03,18420.371,274889800000000.0,278173790000000.0,54155.0,30.0,30.0,160.0,160.0,11.0
1525605661.785,18.477,20.839,19502.967,18400.982,274863110000000.0,278140790000000.0,54155.0,30.0,30.0,160.0,160.0,11.0
1525605671.785,17.973,20.652,19488.22,18398.307,274814090000000.0,278099690000000.0,54155.0,30.0,30.0,160.0,160.0,11.0
1525605681.785,18.731,20.438,19469.957,18390.504,274771880000000.0,278074170000000.0,54155.0,30.0,30.0,160.0,160.0,11.0
1525605691.785,18.746,20.733,19458.27,18379.281,274725340000000.0,278042410000000.0,54155.0,30.0,30.0,160.0,160.0,11.0
1525605701.785,18.67,20.631,19452.227,18369.6,274678170000000.0,278003800000000.0,54155.0,30.0,30.0,160.0,160.0,11.0
1525605711.785,19.291,20.921,19427.598,18347.365,274644030000000.0,277963320000000.0,54155.0,30.0,30.0,160.0,160.0,11.0
1525605721.785,18.784,20.871,19407.621,18333.193,274604930000000.0,277925340000000.0,54155.0,30.0,30.0,160.0,160.0,11.0
1525605731.785,19.21,20.593,19393.053,18315.21,274562730000000.0,277894840000000.0,54155.0,30.0,30.0,160.0,160.0,11.0
1525605741.785,19.418,20.794,19380.748,18305.934,274521160000000.0,277852490000000.0,54155.0,30.0,30.0,160.0,160.0,11.0
1525605751.785,19.379,21.005,19356.455,18283.738,274486390000000.0,277817630000000.0,54155.0,30.0,30.0,160.0,160.0,11.0
1525605761.785,19.805,21.533,17772.615,18261.465,274447300000000.0,277783370000000.0,54155.0,30.0,30.0,160.0,160.0,11.0
1525605771.785,34.834,31.829,1809.2812,18409.29,274413780000000.0,277749130000000.0,54155.0,30.0,30.0,160.0,160.0,11.0
1525605781.785,35.86,29.261,1832.9816,18317.246,274395160000000.0,277727330000000.0,54155.0,30.0,30.0,160.0,160.0,11.0
1525605791.785,29.974,32.397,5078.5737,18341.035,274359170000000.0,277694330000000.0,54155.0,30.0,30.0,160.0,160.0,11.0
1525605801.785,29.273,32.393,5623.89,18327.582,274354210000000.0,277684990000000.0,54155.0,30.0,30.0,160.0,160.0,11.0
1525605811.785,25.191,27.928,10404.441,18299.475,274312620000000.0,277654490000000.0,54155.0,30.0,30.0,160.0,160.0,11.0
1525605821.785,20.961,27.72,12210.598,18249.434,274279110000000.0,277628330000000.0,54155.0,30.0,30.0,160.0,160.0,11.0
1525605831.785,21.061,24.136,15607.062,18222.607,274232560000000.0,277600930000000.0,54155.0,30.0,30.0,160.0,160.0,11.0
1525605841.785,20.208,21.891,17713.98,18120.676,274199670000000.0,277564810000000.0,54155.0,30.0,30.0,160.0,160.0,11.0
1525605851.785,20.279,22.413,17665.516,18118.006,274173600000000.0,277545520000000.0,54155.0,30.0,30.0,160.0,160.0,11.0
1525605861.785,21.855,22.259,15515.763,18070.574,274133270000000.0,277510660000000.0,54155.0,30.0,30.0,160.0,160.0,11.0
1525605871.785,20.718,22.585,15522.474,18047.19,274081740000000.0,277454600000000.0,54155.0,30.0,30.0,160.0,160.0,11.0
1525605881.785,25.254,26.197,10400.956,18054.672,274055690000000.0,277439670000000.0,54155.0,30.0,30.0,160.0,160.0,11.0
1525605891.785,26.493,27.07,9141.727,18041.984,274015960000000.0,277404790000000.0,54155.0,30.0,30.0,160.0,160.0,11.0
1525605901.785,32.043,32.439,5202.2925,18040.18,274003550000000.0,277378640000000.0,54155.0,30.0,30.0,160.0,160.0,11.0
1525605911.785,31.998,34.123,3407.1204,18045.26,273955140000000.0,277358720000000.0,54155.0,30.0,30.0,160.0,160.0,11.0
1525605921.785,35.642,36.627,1959.5845,18045.96,273940250000000.0,277323840000000.0,54155.0,30.0,30.0,160.0,160.0,11.0
1525605931.785,19.165,25.442,14803.648,17996.973,273913550000000.0,277316380000000.0,54155.0,30.0,30.0,160.0,160.0,11.0
1525605941.785,25.672,18.66,13755.735,18007.258,273881290000000.0,277279630000000.0,54155.0,30.0,30.0,160.0,160.0,11.0
1525605951.785,33.386,30.3,1943.634,18018.072,273867630000000.0,277247250000000.0,54155.0,30.0,30.0,160.0,160.0,11.0
1525605961.785,33.296,34.575,2491.4116,18009.055,273837840000000.0,277214250000000.0,54155.0,30.0,30.0,160.0,160.0,11.0
1525605971.785,29.663,31.988,5103.893,18010.023,273795020000000.0,277197440000000.0,54155.0,30.0,30.0,160.0,160.0,11.0
1525605981.785,27.631,30.27,9106.974,17984.875,273778880000000.0,277195580000000.0,54155.0,30.0,30.0,160.0,160.0,11.0
1525605991.785,26.734,28.281,10624.31,17945.244,273744140000000.0,277148870000000.0,54155.0,30.0,30.0,160.0,160.0,11.0
1525606001.785,21.539,24.927,16272.583,17941.531,273712480000000.0,277122090000000.0,54155.0,30.0,30.0,160.0,160.0,11.0
1525606011.785,21.804,24.639,16236.971,17937.215,273674010000000.0,277089090000000.0,54155.0,30.0,30.0,160.0,160.0,11.0
1525606021.785,19.542,23.607,17762.303,17911.537,273645450000000.0,277078510000000.0,54155.0,30.0,30.0,160.0,160.0,11.0
1525606031.785,15.056,24.227,15061.252,17920.072,273603260000000.0,277026210000000.0,54155.0,30.0,30.0,160.0,160.0,11.0
1525606041.785,18.616,25.935,14107.971,17912.951,273541800000000.0,277003800000000.0,54155.0,30.0,30.0,160.0,160.0,11.0
1525606051.785,15.956,31.128,7971.845,17929.07,273490920000000.0,276973900000000.0,54155.0,30.0,30.0,160.0,160.0,11.0
1525606061.785,19.584,30.644,7965.371,17914.459,273456160000000.0,276954610000000.0,54155.0,30.0,30.0,160.0,160.0,11.0
1525606071.785,20.558,36.415,3380.3506,17943.244,273400300000000.0,276923470000000.0,54155.0,30.0,30.0,160.0,160.0,11.0
1525606081.785,24.231,36.348,3412.1763,17924.824,273369900000000.0,276900430000000.0,54155.0,30.0,30.0,160.0,160.0,11.0
1525606091.785,25.704,39.778,1333.6425,17951.377,273333280000000.0,276879260000000.0,54155.0,30.0,30.0,160.0,160.0,11.0
1525606101.785,26.78,35.735,2272.626,17934.746,273301000000000.0,276858710000000.0,54155.0,30.0,30.0,160.0,160.0,11.0
1525606111.785,22.591,22.363,17920.959,17876.924,273251980000000.0,276826330000000.0,54155.0,30.0,30.0,160.0,160.0,11.0
1525606121.785,18.049,18.436,27553.62,17874.883,273220960000000.0,276799550000000.0,54155.0,30.0,30.0,160.0,160.0,11.0
1525606131.785,17.923,18.532,27319.197,17872.703,273201090000000.0,276759090000000.0,54155.0,30.0,30.0,160.0,160.0,11.0
1525606141.785,20.843,21.981,19308.67,17868.264,273169430000000.0,276745380000000.0,54155.0,30.0,30.0,160.0,160.0,11.0
1525606151.785,20.557,21.875,19299.537,17853.268,273130340000000.0,276699310000000.0,54155.0,30.0,30.0,160.0,160.0,11.0
1525606161.785,20.399,21.884,19293.81,17852.465,273091860000000.0,276665690000000.0,54155.0,30.0,30.0,160.0,160.0,11.0
1525606171.785,19.994,21.834,19297.885,17842.562,273053390000000.0,276628950000000.0,54155.0,30.0,30.0,160.0,160.0,11.0
1525606181.785,18.109,21.535,19209.598,17889.393,273004970000000.0,276584120000000.0,54155.0,30.0,30.0,160.0,160.0,11.0
1525606191.785,17.902,21.694,19116.713,17908.746,272975810000000.0,276560460000000.0,54155.0,30.0,30.0,160.0,160.0,11.0
1525606201.785,20.158,21.798,18243.055,16794.668,272921800000000.0,276531180000000.0,54155.0,30.0,30.0,160.0,160.0,11.0
1525606211.785,16.539,22.314,18432.656,17911.406,272885810000000.0,276495080000000.0,54155.0,30.0,30.0,160.0,160.0,11.0
1525606221.785,13.791,22.232,18986.379,17409.887,272839900000000.0,276469550000000.0,54155.0,30.0,30.0,160.0,160.0,11.0
1525606231.785,16.567,22.036,18221.008,17353.484,272781540000000.0,276429700000000.0,54155.0,30.0,30.0,160.0,160.0,11.0
1525606241.785,18.281,21.872,18939.488,17926.188,272743070000000.0,276402300000000.0,54155.0,30.0,30.0,160.0,160.0,11.0
1525606251.785,22.868,23.064,18755.57,14561.765,272699620000000.0,276368680000000.0,54155.0,30.0,30.0,160.0,160.0,11.0
1525606261.785,20.037,23.296,18600.598,15983.96,272658670000000.0,276338160000000.0,54155.0,30.0,30.0,160.0,160.0,11.0
1525606271.785,18.074,21.805,18781.354,17867.908,272623280000000.0,276299560000000.0,54155.0,30.0,30.0,160.0,160.0,11.0
1525606281.785,15.099,24.022,15367.836,17768.107,272583570000000.0,276275260000000.0,54155.0,30.0,30.0,160.0,160.0,11.0
1525606291.785,19.027,23.449,15756.928,17795.188,272514690000000.0,276239160000000.0,54155.0,30.0,30.0,160.0,160.0,11.0
1525606301.785,20.211,21.921,18737.791,17791.27,272480540000000.0,276208640000000.0,54155.0,30.0,30.0,160.0,160.0,11.0
1525606311.785,20.051,21.17,19168.666,18315.543,272432760000000.0,276176880000000.0,54155.0,30.0,30.0,160.0,160.0,11.0
1525606321.785,19.729,21.426,18874.352,18296.115,272390550000000.0,276137040000000.0,54155.0,30.0,30.0,160.0,160.0,11.0
1525606331.785,18.512,21.13,19226.299,18285.172,272381260000000.0,276118990000000.0,54155.0,30.0,30.0,160.0,160.0,11.0
1525606341.785,19.004,21.456,19220.078,18275.832,272326010000000.0,276081620000000.0,54155.0,30.0,30.0,160.0,160.0,11.0
1525606351.785,18.879,21.686,19219.904,18283.182,272283190000000.0,276036790000000.0,54155.0,30.0,30.0,160.0,160.0,11.0
1525606361.785,18.887,21.631,19214.479,18279.098,272237260000000.0,275991330000000.0,54155.0,30.0,30.0,160.0,160.0,11.0
1525606371.785,18.948,21.433,19197.6,18271.428,272202510000000.0,275957710000000.0,54155.0,30.0,30.0,160.0,160.0,11.0
1525606381.785,19.078,21.368,19189.373,18255.602,272157820000000.0,275927200000000.0,54155.0,30.0,30.0,160.0,160.0,11.0
1525606391.785,19.472,21.5,19175.86,18251.959,272111900000000.0,275895450000000.0,54155.0,30.0,30.0,160.0,160.0,11.0
1525606401.785,19.945,21.515,19168.268,18249.568,272089550000000.0,275871150000000.0,54155.0,30.0,30.0,160.0,160.0,11.0
1525606411.785,18.863,21.599,19160.479,18246.227,272039910000000.0,275846880000000.0,54155.0,30.0,30.0,160.0,160.0,11.0
1525606421.785,19.196,21.61,19157.344,18232.545,271995850000000.0,275800810000000.0,54155.0,30.0,30.0,160.0,160.0,11.0
1525606431.785,19.453,21.686,19144.545,18230.8,271944330000000.0,275774650000000.0,54155.0,30.0,30.0,160.0,160.0,11.0
1525606441.785,19.55,21.671,19135.26,18219.367,271923840000000.0,275734170000000.0,54155.0,30.0,30.0,160.0,160.0,11.0
1525606451.785,19.121,21.566,19118.385,18215.887,271885990000000.0,275694320000000.0,54155.0,30.0,30.0,160.0,160.0,11.0
1525606461.785,19.841,21.599,19107.27,18202.96,271841320000000.0,275661940000000.0,54155.0,30.0,30.0,160.0,160.0,11.0
1525606471.785,19.785,21.714,19105.111,18194.865,271795380000000.0,275626460000000.0,54155.0,30.0,30.0,160.0,160.0,11.0
1525606481.785,19.065,21.575,19088.049,18190.686,271761250000000.0,275598440000000.0,54155.0,30.0,30.0,160.0,160.0,11.0
1525606491.785,19.363,21.892,19085.256,18188.541,271724630000000.0,275576010000000.0,54155.0,30.0,30.0,155.0,155.0,11.0
1525606501.785,13.492,22.118,19376.93,18501.734,271670640000000.0,275546130000000.0,54155.0,30.0,30.0,155.0,155.0,11.0
1525606511.785,17.067,21.461,19417.06,18496.766,271628430000000.0,275493820000000.0,54155.0,30.0,30.0,155.0,155.0,11.0
1525606521.785,17.907,21.351,19398.078,18464.94,271584370000000.0,275463940000000.0,54155.0,30.0,30.0,155.0,155.0,11.0
1525606531.785,18.471,21.336,19385.123,18450.67,271538450000000.0,275437160000000.0,54155.0,30.0,30.0,155.0,155.0,11.0
1525606541.785,18.113,21.33,19370.906,18433.936,271500590000000.0,275397310000000.0,54155.0,30.0,30.0,155.0,155.0,11.0
1525606551.785,18.183,21.411,19357.332,18415.777,271462740000000.0,275376760000000.0,54155.0,30.0,30.0,155.0,155.0,11.0
1525606561.785,18.725,21.288,19357.438,18413.79,271416180000000.0,275331310000000.0,54155.0,30.0,30.0,155.0,155.0,11.0
1525606571.785,18.668,21.393,19337.137,18398.674,271361570000000.0,275289590000000.0,54155.0,30.0,30.0,155.0,155.0,11.0
1525606581.785,18.533,21.28,19352.678,18398.025,271329290000000.0,275262810000000.0,54155.0,30.0,30.0,155.0,155.0,11.0
1525606591.785,18.487,21.352,19341.264,18341.748,271281510000000.0,275214860000000.0,54155.0,30.0,30.0,155.0,155.0,11.0
1525606601.785,13.532,21.533,19530.04,18587.734,271249850000000.0,275208640000000.0,54155.0,30.0,30.0,150.0,150.0,11.0
1525606611.785,15.717,20.649,19620.61,18637.928,271182210000000.0,275152600000000.0,54155.0,30.0,30.0,150.0,150.0,11.0
1525606621.785,16.218,20.777,19593.746,18608.018,271136910000000.0,275124580000000.0,54155.0,30.0,30.0,150.0,150.0,11.0
1525606631.785,17.187,20.644,19578.057,18585.328,271082280000000.0,275102790000000.0,54155.0,30.0,30.0,150.0,150.0,11.0
1525606641.785,16.518,20.556,19548.832,18574.127,271038220000000.0,275055460000000.0,54155.0,30.0,30.0,150.0,150.0,11.0
1525606651.785,17.094,20.69,19533.393,18564.068,270987960000000.0,275005650000000.0,54155.0,30.0,30.0,150.0,150.0,11.0
1525606661.785,16.935,20.839,19513.152,18544.617,270951960000000.0,274985720000000.0,54155.0,30.0,30.0,150.0,150.0,11.0
1525606671.785,17.065,20.893,19542.723,18533.271,270896720000000.0,274950230000000.0,54155.0,30.0,30.0,150.0,150.0,11.0
1525606681.785,17.236,21.052,19517.07,18519.045,270869410000000.0,274916610000000.0,54155.0,30.0,30.0,150.0,150.0,11.0
1525606691.785,17.464,21.039,19509.396,18506.51,270804250000000.0,274892940000000.0,54155.0,30.0,30.0,148.0,148.0,11.0
1525606701.785,14.019,21.104,19527.184,18569.895,270770120000000.0,274858080000000.0,54155.0,30.0,30.0,148.0,148.0,11.0
1525606711.785,15.576,20.837,19609.11,18585.744,270697510000000.0,274818230000000.0,54155.0,30.0,30.0,148.0,148.0,11.0
1525606721.785,15.879,20.699,19569.258,18553.262,270652200000000.0,274778370000000.0,54155.0,30.0,30.0,148.0,148.0,11.0
1525606731.785,16.11,20.739,19545.574,18536.074,270602550000000.0,274739760000000.0,54155.0,30.0,30.0,148.0,148.0,11.0
1525606741.785,16.441,20.63,19544.94,18516.975,270561580000000.0,274694310000000.0,54155.0,30.0,30.0,148.0,148.0,11.0
1525606751.785,15.873,20.813,19531.127,18515.664,270500140000000.0,274665050000000.0,54155.0,30.0,30.0,148.0,148.0,11.0
1525606761.785,16.689,20.932,19529.812,18509.945,270459190000000.0,274633920000000.0,54155.0,30.0,30.0,148.0,148.0,11.0
1525606771.785,16.728,20.613,19523.027,18492.94,270407050000000.0,274595930000000.0,54155.0,30.0,30.0,148.0,148.0,11.0
1525606781.785,16.919,20.903,19421.873,18422.395,270370440000000.0,274567290000000.0,54155.0,30.0,30.0,148.0,148.0,11.0
1525606791.785,16.608,21.324,19485.615,18497.014,270317680000000.0,274515600000000.0,54155.0,30.0,30.0,148.0,148.0,11.0
1525606801.785,16.747,21.241,19520.283,18496.975,270285410000000.0,274499410000000.0,54155.0,30.0,30.0,148.0,148.0,11.0
1525606811.785,16.265,21.452,19514.568,18473.436,270230180000000.0,274463310000000.0,54155.0,30.0,30.0,148.0,148.0,11.0
1525606821.785,16.032,21.094,19532.236,18493.814,270177420000000.0,274435290000000.0,54155.0,30.0,30.0,148.0,148.0,11.0
1525606831.785,15.979,20.776,19514.057,18466.357,270130880000000.0,274387340000000.0,54155.0,30.0,30.0,148.0,148.0,11.0
1525606841.785,16.603,20.709,19462.357,18424.229,270073160000000.0,274343130000000.0,54155.0,30.0,30.0,148.0,148.0,11.0
1525606851.785,16.466,21.186,19456.854,18424.629,270022260000000.0,274325060000000.0,54155.0,30.0,30.0,148.0,148.0,11.0
1525606861.785,16.919,21.084,19462.03,18407.121,269950270000000.0,274285840000000.0,54155.0,30.0,30.0,148.0,148.0,11.0
1525606871.785,16.786,21.102,19450.383,18399.316,269927940000000.0,274259060000000.0,54155.0,30.0,30.0,148.0,148.0,11.0
1525606881.785,16.476,21.037,19452.201,18402.137,269887590000000.0,274226680000000.0,54155.0,30.0,30.0,148.0,148.0,11.0
1525606891.785,16.539,21.146,19458.783,18393.588,269814980000000.0,274179370000000.0,54155.0,30.0,30.0,148.0,148.0,11.0
1525606901.785,16.988,21.271,19437.62,18385.71,269792010000000.0,274150730000000.0,54155.0,30.0,30.0,148.0,148.0,11.0
1525606911.785,16.623,21.12,19441.178,18375.863,269736160000000.0,274106510000000.0,54155.0,30.0,30.0,148.0,148.0,11.0
1525606921.785,16.737,21.191,19414.736,18371.469,269685280000000.0,274082230000000.0,54155.0,30.0,30.0,148.0,148.0,11.0
1525606931.785,17.095,21.248,19401.025,18373.928,269634370000000.0,274056700000000.0,54155.0,30.0,30.0,148.0,148.0,11.0
1525606941.785,16.92,21.088,19394.848,18362.688,269592800000000.0,274006260000000.0,54155.0,30.0,30.0,148.0,148.0,11.0
1525606951.785,16.828,21.189,19383.762,18348.451,269538190000000.0,273973880000000.0,54155.0,30.0,30.0,148.0,148.0,11.0
1525606961.785,17.005,21.257,19380.605,18331.982,269507150000000.0,273953330000000.0,54155.0,30.0,30.0,148.0,148.0,11.0
1525606971.785,16.964,21.154,19358.951,18318.133,269460610000000.0,273906640000000.0,54155.0,30.0,30.0,148.0,148.0,11.0
1525606981.785,17.365,21.251,19352.332,18315.68,269434540000000.0,273875500000000.0,54155.0,30.0,30.0,148.0,148.0,11.0
1525606991.785,17.174,21.321,19342.477,18303.605,269365650000000.0,273844360000000.0,54155.0,30.0,30.0,148.0,148.0,11.0
1525607001.785,16.778,21.151,19339.18,18300.834,269323440000000.0,273815100000000.0,54155.0,30.0,30.0,148.0,148.0,11.0
1525607011.785,17.207,21.37,19330.115,18303.479,269273180000000.0,273762170000000.0,54155.0,30.0,30.0,148.0,148.0,11.0
1525607021.785,17.658,21.52,19315.14,18298.225,269231600000000.0,273752840000000.0,54155.0,30.0,30.0,148.0,148.0,11.0
1525607031.785,17.285,21.357,19326.871,18297.54,269190010000000.0,273706760000000.0,54155.0,30.0,30.0,148.0,148.0,11.0
1525607041.785,16.999,21.089,19305.916,18284.95,269139130000000.0,273668150000000.0,54155.0,30.0,30.0,148.0,148.0,11.0
1525607051.785,17.402,21.346,19288.158,18283.475,269102500000000.0,273629550000000.0,54155.0,30.0,30.0,148.0,148.0,11.0
1525607061.785,17.211,21.408,19293.695,18282.938,269060310000000.0,273618340000000.0,54155.0,30.0,30.0,148.0,148.0,11.0
1525607071.785,17.84,20.16,19270.965,18272.393,268995770000000.0,273581600000000.0,54155.0,30.0,30.0,148.0,148.0,11.0
1525607081.785,17.197,21.492,19221.34,18238.635,268951690000000.0,273541130000000.0,54155.0,30.0,30.0,148.0,148.0,11.0
1525607091.785,17.716,21.551,19301.201,18252.76,268913220000000.0,273507510000000.0,54155.0,30.0,30.0,148.0,148.0,11.0
1525607101.785,14.515,21.806,19338.047,18324.236,268860470000000.0,273471390000000.0,54155.0,30.0,30.0,148.0,148.0,11.0
1525607111.785,18.241,21.27,19280.047,18227.018,268811430000000.0,273431540000000.0,54155.0,30.0,30.0,148.0,148.0,11.0
1525607121.785,16.892,21.546,19279.781,18230.05,268766140000000.0,273410990000000.0,54155.0,30.0,30.0,148.0,148.0,11.0
1525607131.785,16.349,21.826,19299.213,18239.27,268723920000000.0,273374890000000.0,54155.0,30.0,30.0,148.0,148.0,11.0
1525607141.785,16.882,21.506,19305.145,18210.43,268677380000000.0,273346230000000.0,54155.0,30.0,30.0,148.0,148.0,11.0
1525607151.785,17.258,21.124,19275.625,18167.805,268609740000000.0,273302640000000.0,54155.0,30.0,30.0,148.0,148.0,11.0
1525607161.785,16.951,21.409,19236.979,18164.203,268579940000000.0,273272760000000.0,54155.0,30.0,30.0,148.0,148.0,11.0
1525607171.785,16.898,21.699,19262.781,18167.668,268538370000000.0,273236640000000.0,54155.0,30.0,30.0,148.0,148.0,11.0
1525607181.785,17.632,21.613,19250.404,18166.371,268494910000000.0,273194300000000.0,54155.0,30.0,30.0,148.0,148.0,11.0
1525607191.785,16.989,21.398,19248.912,18146.467,268450860000000.0,273172500000000.0,54155.0,30.0,30.0,148.0,148.0,11.0
