,LifetimeB1,LifetimeB2,ATLASlumi,CMSlumi,IntB1,IntB2,Ene,Betastar_IP1,Betastar_IP5,Xing_IP1,Xing_IP5,BMode
1525288120.696,7.185,6.772,0.0,0.0,16660000000.0,7890000000.0,52564.0,25.0,25.0,170.0,170.0,14.0
1525288130.696,8.165,7.094,0.0,0.0,16930000000.0,7940000000.0,52564.0,25.0,25.0,170.0,170.0,14.0
1525288140.696,7.567,6.616,0.0,0.0,16190000000.0,7660000000.0,52564.0,25.0,25.0,170.0,170.0,14.0
1525288150.696,7.737,6.921,0.0,0.0,16270000000.0,8070000000.0,52564.0,25.0,25.0,170.0,170.0,14.0
1525288160.696,0.0,0.0,0.0,0.0,180000000.0,260000000.0,52564.0,25.0,25.0,170.0,170.0,14.0
1525288170.696,0.0,0.0,0.0,0.0,920000000.0,350000000.0,52564.0,25.0,25.0,170.0,170.0,14.0
1525288180.696,0.0,0.0,0.0,0.0,0.0,410000000.0,52564.0,25.0,25.0,170.0,170.0,14.0
1525288190.696,0.0,0.0,0.0,0.0,-460000000.0,70000000.0,52564.0,25.0,25.0,170.0,170.0,14.0
1525288200.696,0.0,0.0,0.0,0.0,-270000000.0,490000000.0,52564.0,25.0,25.0,170.0,170.0,14.0
1525288210.696,0.0,0.0,0.0,0.0,0.0,30000000.0,52564.0,25.0,25.0,170.0,170.0,14.0
1525288220.696,0.0,0.0,0.0,0.0,-50000000.0,70000000.0,52564.0,25.0,25.0,170.0,170.0,14.0
1525288230.696,0.0,0.0,0.0,0.0,200000000.0,350000000.0,52564.0,25.0,25.0,170.0,170.0,14.0
1525288240.696,0.0,0.0,0.0,0.0,420000000.0,60000000.0,52564.0,25.0,25.0,170.0,170.0,14.0
1525288250.696,0.0,0.0,0.0,0.0,-540000000.0,370000000.0,52564.0,25.0,25.0,170.0,170.0,14.0
1525288260.696,0.0,0.0,0.0,0.0,600000000.0,40000000.0,52564.0,25.0,25.0,170.0,170.0,14.0
1525288270.696,0.0,0.0,0.0,0.0,50000000.0,-40000000.0,52564.0,25.0,25.0,170.0,170.0,14.0
1525288280.696,0.0,0.0,0.0,0.0,-480000000.0,-170000000.0,52564.0,25.0,25.0,170.0,170.0,14.0
1525288290.696,0.0,0.0,0.0,0.0,-820000000.0,0.0,52564.0,25.0,25.0,170.0,170.0,14.0
1525288300.696,0.0,0.0,0.0,0.0,-370000000.0,430000000.0,52564.0,25.0,25.0,170.0,170.0,14.0
1525288310.696,0.0,0.0,0.0,0.0,-400000000.0,340000000.0,52564.0,25.0,25.0,170.0,170.0,14.0
1525288320.696,0.0,0.0,0.0,0.0,210000000.0,410000000.0,52564.0,25.0,25.0,170.0,170.0,14.0
1525288330.696,0.0,0.0,0.0,0.0,300000000.0,60000000.0,52564.0,25.0,25.0,170.0,170.0,14.0
1525288340.696,0.0,0.0,0.0,0.0,-280000000.0,170000000.0,52564.0,25.0,25.0,170.0,170.0,14.0
1525288350.696,0.0,0.0,0.0,0.0,160000000.0,390000000.0,52564.0,25.0,25.0,170.0,170.0,14.0
1525288360.696,0.0,0.0,0.0,0.0,-140000000.0,140000000.0,52564.0,25.0,25.0,170.0,170.0,14.0
1525288370.696,0.0,0.0,0.0,0.0,220000000.0,440000000.0,52564.0,25.0,25.0,170.0,170.0,14.0
1525288380.696,0.0,0.0,0.0,0.0,1010000000.0,420000000.0,52564.0,25.0,25.0,170.0,170.0,14.0
1525288390.696,0.0,0.0,0.0,0.0,160000000.0,670000000.0,52564.0,25.0,25.0,170.0,170.0,14.0
1525288400.696,0.0,0.0,0.0,0.0,-650000000.0,80000000.0,52564.0,25.0,25.0,170.0,170.0,14.0
1525288410.696,0.0,0.0,0.0,0.0,-480000000.0,860000000.0,52564.0,25.0,25.0,170.0,170.0,14.0
1525288420.696,0.0,0.0,0.0,0.0,-100000000.0,470000000.0,52564.0,25.0,25.0,170.0,170.0,14.0
1525288430.696,0.0,0.0,0.0,0.0,180000000.0,410000000.0,52564.0,25.0,25.0,170.0,170.0,14.0
1525288440.696,0.0,0.0,0.0,0.0,350000000.0,20000000.0,52564.0,25.0,25.0,170.0,170.0,14.0
1525288450.696,0.0,0.0,0.0,0.000172885,390000000.0,730000000.0,52564.0,25.0,25.0,170.0,170.0,14.0
1525288460.696,0.0,0.0,0.0,0.0,-370000000.0,70000000.0,52564.0,25.0,25.0,170.0,170.0,14.0
1525288470.696,0.0,0.0,0.0,0.0,-190000000.0,330000000.0,52564.0,25.0,25.0,170.0,170.0,14.0
1525288480.696,0.0,0.0,0.0,0.0,310000000.0,0.0,52564.0,25.0,25.0,170.0,170.0,14.0
1525288490.696,0.0,0.0,0.0,0.0,750000000.0,780000000.0,52564.0,25.0,25.0,170.0,170.0,14.0
1525288500.696,0.0,0.0,0.0,0.0,650000000.0,250000000.0,52564.0,25.0,25.0,170.0,170.0,14.0
1525288510.696,0.0,0.0,0.0,0.0,620000000.0,550000000.0,52564.0,25.0,25.0,170.0,170.0,14.0
1525288520.696,0.0,0.0,0.0,0.0,-470000000.0,610000000.0,52564.0,25.0,25.0,170.0,170.0,14.0
1525288530.696,0.0,0.0,0.0,0.0,1140000000.0,440000000.0,52564.0,25.0,25.0,170.0,170.0,14.0
1525288540.696,0.0,0.0,0.0,0.0,370000000.0,530000000.0,52564.0,25.0,25.0,170.0,170.0,14.0
1525288550.696,0.0,0.0,0.0,0.0,-470000000.0,560000000.0,52564.0,25.0,25.0,170.0,170.0,14.0
1525288560.696,0.0,0.0,0.0,0.0,-130000000.0,1080000000.0,52564.0,25.0,25.0,170.0,170.0,14.0
1525288570.696,0.0,0.0,0.0,0.0,710000000.0,640000000.0,52564.0,25.0,25.0,170.0,170.0,14.0
1525288580.696,0.0,0.0,0.0,0.0,690000000.0,900000000.0,52564.0,25.0,25.0,170.0,170.0,14.0
1525288590.696,0.0,0.0,0.0,0.0,430000000.0,840000000.0,52564.0,25.0,25.0,170.0,170.0,14.0
1525288600.696,0.0,0.0,0.0,0.0,110000000.0,620000000.0,52564.0,25.0,25.0,170.0,170.0,14.0
1525288610.696,0.0,0.0,0.0,0.0,-210000000.0,870000000.0,52564.0,25.0,25.0,170.0,170.0,14.0
1525288620.696,0.0,0.0,0.0,0.0,-460000000.0,850000000.0,52564.0,25.0,25.0,170.0,170.0,14.0
1525288630.696,0.0,0.0,0.0,0.0,270000000.0,740000000.0,52564.0,25.0,25.0,170.0,170.0,14.0
1525288640.696,0.0,0.0,0.0,0.0,110000000.0,640000000.0,52564.0,25.0,25.0,170.0,170.0,14.0
1525288650.696,0.0,0.0,0.0,0.0,-630000000.0,950000000.0,52564.0,25.0,25.0,170.0,170.0,14.0
1525288660.696,0.0,0.0,0.0,0.0,280000000.0,1040000000.0,52564.0,25.0,25.0,170.0,170.0,14.0
1525288670.696,0.0,0.0,0.0,0.0,660000000.0,810000000.0,52564.0,25.0,25.0,170.0,170.0,14.0
1525288680.696,0.0,0.0,0.0,0.0,340000000.0,970000000.0,52564.0,25.0,25.0,170.0,170.0,14.0
1525288690.696,0.0,0.0,0.0,0.0,380000000.0,750000000.0,52564.0,25.0,25.0,170.0,170.0,14.0
1525288700.696,0.0,0.0,0.0,0.0,230000000.0,900000000.0,52564.0,25.0,25.0,170.0,170.0,14.0
1525288710.696,0.0,0.0,0.0,0.0,110000000.0,340000000.0,52564.0,25.0,25.0,170.0,170.0,14.0
1525288720.696,0.0,0.0,0.0,0.0,860000000.0,870000000.0,52564.0,25.0,25.0,170.0,170.0,14.0
1525288730.696,0.0,0.0,0.0,0.0,280000000.0,140000000.0,52564.0,25.0,25.0,170.0,170.0,14.0
1525288740.696,0.0,0.0,0.0,0.0,1250000000.0,140000000.0,52564.0,25.0,25.0,170.0,170.0,14.0
1525288750.696,0.0,0.0,0.0,0.0,830000000.0,540000000.0,52564.0,25.0,25.0,170.0,170.0,14.0
1525288760.696,0.0,0.0,0.0,0.0,360000000.0,150000000.0,52564.0,25.0,25.0,170.0,170.0,14.0
1525288770.696,0.0,0.0,0.0,0.0,770000000.0,-20000000.0,52564.0,25.0,25.0,170.0,170.0,14.0
1525288780.696,0.0,0.0,0.0,0.0,1360000000.0,530000000.0,52564.0,25.0,25.0,170.0,170.0,14.0
1525288790.696,0.0,0.0,0.0,0.0,370000000.0,700000000.0,52564.0,25.0,25.0,170.0,170.0,14.0
1525288800.696,0.0,0.0,0.0,0.0,370000000.0,670000000.0,52564.0,25.0,25.0,170.0,170.0,14.0
1525288810.696,0.0,0.0,0.0,0.0,940000000.0,200000000.0,52564.0,25.0,25.0,170.0,170.0,14.0
1525288820.696,0.0,0.0,0.0,0.0,1380000000.0,-20000000.0,52564.0,25.0,25.0,170.0,170.0,14.0
1525288830.696,0.0,0.0,0.0,0.0,650000000.0,520000000.0,52564.0,25.0,25.0,170.0,170.0,14.0
1525288840.696,0.0,0.0,0.0,0.0,-190000000.0,110000000.0,52564.0,25.0,25.0,170.0,170.0,14.0
1525288850.696,0.0,0.0,0.0,0.0,-410000000.0,330000000.0,52564.0,25.0,25.0,170.0,170.0,14.0
1525288860.696,0.0,0.0,0.0,0.0,-820000000.0,140000000.0,52564.0,25.0,25.0,170.0,170.0,14.0
1525288870.696,0.0,0.0,0.0,0.0,700000000.0,260000000.0,52564.0,25.0,25.0,170.0,170.0,14.0
1525288880.696,0.0,0.0,0.0,0.0,-500000000.0,300000000.0,52564.0,25.0,25.0,170.0,170.0,14.0
1525288890.696,0.0,0.0,0.0,0.0,-150000000.0,370000000.0,52564.0,25.0,25.0,170.0,170.0,14.0
1525288900.696,0.0,0.0,0.0,0.0,-640000000.0,230000000.0,52564.0,25.0,25.0,170.0,170.0,14.0
1525288910.696,0.0,0.0,0.0,0.0,-130000000.0,650000000.0,52564.0,25.0,25.0,170.0,170.0,14.0
1525288920.696,0.0,0.0,0.0,0.0,-920000000.0,470000000.0,52564.0,25.0,25.0,170.0,170.0,14.0
1525288930.696,0.0,0.0,0.0,0.0,620000000.0,730000000.0,52564.0,25.0,25.0,170.0,170.0,14.0
1525288940.696,0.0,0.0,0.0,0.0,-740000000.0,50000000.0,52564.0,25.0,25.0,170.0,170.0,14.0
1525288950.696,0.0,0.0,0.0,0.0,40000000.0,650000000.0,52564.0,25.0,25.0,170.0,170.0,14.0
1525288960.696,0.0,0.0,0.0,0.0,-610000000.0,980000000.0,52564.0,25.0,25.0,170.0,170.0,14.0
1525288970.696,0.0,0.0,0.0,0.0,420000000.0,420000000.0,52564.0,25.0,25.0,170.0,170.0,14.0
1525288980.696,0.0,0.0,0.0,0.0,-110000000.0,830000000.0,52564.0,25.0,25.0,170.0,170.0,14.0
1525288990.696,0.0,0.0,0.0,0.0,280000000.0,600000000.0,52564.0,25.0,25.0,170.0,170.0,14.0
1525289000.696,0.0,0.0,0.0,0.0,10000000.0,-80000000.0,52564.0,25.0,25.0,170.0,170.0,14.0
1525289010.696,0.0,0.0,0.0,0.0,-550000000.0,930000000.0,52564.0,25.0,25.0,170.0,170.0,14.0
1525289020.696,0.0,0.0,0.0,0.0,-430000000.0,370000000.0,52564.0,25.0,25.0,170.0,170.0,14.0
1525289030.696,0.0,0.0,0.0,0.0,250000000.0,620000000.0,52564.0,25.0,25.0,170.0,170.0,14.0
1525289040.696,0.0,0.0,0.0,0.0,-250000000.0,830000000.0,52564.0,25.0,25.0,170.0,170.0,14.0
1525289050.696,0.0,0.0,0.0,0.0,390000000.0,620000000.0,52564.0,25.0,25.0,170.0,170.0,14.0
1525289060.696,0.0,0.0,0.0,0.0,80000000.0,560000000.0,52564.0,25.0,25.0,170.0,170.0,14.0
1525289070.696,0.0,0.0,0.0,0.0,-190000000.0,1100000000.0,52564.0,25.0,25.0,170.0,170.0,14.0
1525289080.696,0.0,0.0,0.0,0.0,-920000000.0,1260000000.0,52564.0,25.0,25.0,170.0,170.0,14.0
1525289090.696,0.0,0.0,0.0,0.0,-30000000.0,770000000.0,52564.0,25.0,25.0,170.0,170.0,14.0
1525289100.696,0.0,0.0,0.0,0.0,-860000000.0,500000000.0,52564.0,25.0,25.0,170.0,170.0,14.0
1525289110.696,0.0,0.0,0.0,0.0,-210000000.0,710000000.0,52564.0,25.0,25.0,170.0,170.0,14.0
1525289120.696,0.0,0.0,0.0,0.0,-400000000.0,-30000000.0,52564.0,25.0,25.0,170.0,170.0,14.0
1525289130.696,0.0,0.0,0.0,0.0,-1080000000.0,540000000.0,52564.0,25.0,25.0,170.0,170.0,14.0
1525289140.696,0.0,0.0,0.0,0.0,-990000000.0,620000000.0,52564.0,25.0,25.0,170.0,170.0,14.0
1525289150.696,0.0,0.0,0.0,0.0,-580000000.0,1120000000.0,52564.0,25.0,25.0,170.0,170.0,14.0
1525289160.696,0.0,0.0,0.0,0.0,-1710000000.0,1140000000.0,52564.0,25.0,25.0,170.0,170.0,14.0
1525289170.696,0.0,0.0,0.0,0.0,-300000000.0,370000000.0,52564.0,25.0,25.0,170.0,170.0,14.0
1525289180.696,0.0,0.0,0.0,0.0,-300000000.0,440000000.0,52564.0,25.0,25.0,170.0,170.0,14.0
1525289190.696,0.0,0.0,0.0,0.0,-1310000000.0,340000000.0,52564.0,25.0,25.0,170.0,170.0,14.0
1525289200.696,0.0,0.0,0.0,0.0,30000000.0,940000000.0,52564.0,25.0,25.0,170.0,170.0,14.0
1525289210.696,0.0,0.0,0.0,0.0,-890000000.0,500000000.0,52564.0,25.0,25.0,170.0,170.0,14.0
1525289220.696,0.0,0.0,0.0,0.0,-590000000.0,70000000.0,52564.0,25.0,25.0,170.0,170.0,14.0
1525289230.696,0.0,0.0,0.0,0.0,-60000000.0,300000000.0,52564.0,25.0,25.0,170.0,170.0,14.0
1525289240.696,0.0,0.0,0.0,0.0,-1130000000.0,-40000000.0,52564.0,25.0,25.0,170.0,170.0,14.0
1525289250.696,0.0,0.0,0.0,0.0,-1100000000.0,-50000000.0,52564.0,25.0,25.0,170.0,170.0,14.0
1525289260.696,0.0,0.0,0.0,0.0,-1030000000.0,160000000.0,52564.0,25.0,25.0,170.0,170.0,14.0
1525289270.696,0.0,0.0,0.0,0.0,-1150000000.0,150000000.0,52564.0,25.0,25.0,170.0,170.0,14.0
1525289280.696,0.0,0.0,0.0,0.0,600000000.0,250000000.0,52564.0,25.0,25.0,170.0,170.0,14.0
1525289290.696,0.0,0.0,0.0,0.0,-850000000.0,930000000.0,52564.0,25.0,25.0,170.0,170.0,14.0
1525289300.696,0.0,0.0,0.0,0.0,-1050000000.0,980000000.0,52564.0,25.0,25.0,170.0,170.0,14.0
1525289310.696,0.0,0.0,0.0,0.0,-1320000000.0,820000000.0,52564.0,25.0,25.0,170.0,170.0,14.0
1525289320.696,0.0,0.0,0.0,0.0,-980000000.0,310000000.0,52564.0,25.0,25.0,170.0,170.0,14.0
1525289330.696,0.0,0.0,0.0,0.0,-460000000.0,180000000.0,52564.0,25.0,25.0,170.0,170.0,14.0
1525289340.696,0.0,0.0,0.0,0.0,240000000.0,20000000.0,52564.0,25.0,25.0,170.0,170.0,14.0
1525289350.696,0.0,0.0,0.0,0.0,480000000.0,890000000.0,52564.0,25.0,25.0,170.0,170.0,14.0
1525289360.696,0.0,0.0,0.0,0.0,-400000000.0,420000000.0,52564.0,25.0,25.0,170.0,170.0,14.0
1525289370.696,0.0,0.0,0.0,0.0,-630000000.0,280000000.0,52564.0,25.0,25.0,170.0,170.0,14.0
1525289380.696,0.0,0.0,0.0,0.0,-240000000.0,430000000.0,52564.0,25.0,25.0,170.0,170.0,14.0
1525289390.696,0.0,0.0,0.0,0.0,-140000000.0,-70000000.0,52564.0,25.0,25.0,170.0,170.0,14.0
1525289400.696,0.0,0.0,0.0,0.0,-420000000.0,-50000000.0,52564.0,25.0,25.0,170.0,170.0,14.0
1525289410.696,0.0,0.0,0.0,0.0,160000000.0,300000000.0,52564.0,25.0,25.0,170.0,170.0,14.0
1525289420.696,0.0,0.0,0.0,0.0,270000000.0,110000000.0,52564.0,25.0,25.0,170.0,170.0,14.0
1525289430.696,0.0,0.0,0.0,0.0,-10000000.0,300000000.0,52564.0,25.0,25.0,170.0,170.0,14.0
1525289440.696,0.0,0.0,0.0,0.0,270000000.0,830000000.0,52564.0,25.0,25.0,170.0,170.0,14.0
1525289450.696,0.0,0.0,0.0,0.0,30000000.0,790000000.0,52564.0,25.0,25.0,170.0,170.0,14.0
1525289460.696,0.0,0.0,0.0,0.0,-170000000.0,240000000.0,52564.0,25.0,25.0,170.0,170.0,14.0
1525289470.696,0.0,0.0,0.0,0.0,210000000.0,310000000.0,52564.0,25.0,25.0,170.0,170.0,14.0
1525289480.696,0.0,0.0,0.0,0.0,-390000000.0,380000000.0,52564.0,25.0,25.0,170.0,170.0,14.0
1525289490.696,0.0,0.0,0.0,0.0,60000000.0,630000000.0,52564.0,25.0,25.0,170.0,170.0,14.0
1525289500.696,0.0,0.0,0.0,0.0,-310000000.0,-40000000.0,52564.0,25.0,25.0,170.0,170.0,14.0
1525289510.696,0.0,0.0,0.0,0.0,470000000.0,1340000000.0,52564.0,25.0,25.0,170.0,170.0,14.0
1525289520.696,0.0,0.0,0.0,0.0,-270000000.0,520000000.0,52564.0,25.0,25.0,170.0,170.0,14.0
1525289530.696,0.0,0.0,0.0,0.0,-460000000.0,360000000.0,52564.0,25.0,25.0,170.0,170.0,14.0
1525289540.696,0.0,0.0,0.0,0.0,690000000.0,380000000.0,52564.0,25.0,25.0,170.0,170.0,14.0
1525289550.696,0.0,0.0,0.0,0.0,-970000000.0,-190000000.0,52564.0,25.0,25.0,170.0,170.0,14.0
1525289560.696,0.0,0.0,0.0,0.0,-910000000.0,-80000000.0,52564.0,25.0,25.0,170.0,170.0,14.0
1525289570.696,0.0,0.0,0.0,0.0,-380000000.0,-280000000.0,52564.0,25.0,25.0,170.0,170.0,14.0
1525289580.696,0.0,0.0,0.0,0.0,190000000.0,220000000.0,52564.0,25.0,25.0,170.0,170.0,14.0
1525289590.696,0.0,0.0,0.0,0.0,240000000.0,-80000000.0,52564.0,25.0,25.0,170.0,170.0,14.0
1525289600.696,0.0,0.0,0.0,0.0,-350000000.0,-70000000.0,52564.0,25.0,25.0,170.0,170.0,14.0
1525289610.696,0.0,0.0,0.0,0.0,380000000.0,330000000.0,52564.0,25.0,25.0,170.0,170.0,14.0
1525289620.696,0.0,0.0,0.0,0.0,-890000000.0,-10000000.0,52564.0,25.0,25.0,170.0,170.0,14.0
1525289630.696,0.0,0.0,0.0,0.0,-680000000.0,-390000000.0,52564.0,25.0,25.0,170.0,170.0,14.0
1525289640.696,0.0,0.0,0.0,0.0,-60000000.0,-170000000.0,52564.0,25.0,25.0,170.0,170.0,14.0
1525289650.696,0.0,0.0,0.0,0.0,-190000000.0,390000000.0,52564.0,25.0,25.0,170.0,170.0,14.0
1525289660.696,0.0,0.0,0.0,0.0,150000000.0,-250000000.0,52564.0,25.0,25.0,170.0,170.0,14.0
1525289670.696,0.0,0.0,0.0,0.0,180000000.0,-240000000.0,52564.0,25.0,25.0,170.0,170.0,14.0
1525289680.696,0.0,0.0,0.0,0.0,1100000000.0,250000000.0,52564.0,25.0,25.0,170.0,170.0,14.0
1525289690.696,0.0,0.0,0.0,0.0,620000000.0,40000000.0,52564.0,25.0,25.0,170.0,170.0,14.0
1525289700.696,0.0,0.0,0.0,0.0,910000000.0,10000000.0,52564.0,25.0,25.0,170.0,170.0,14.0
1525289710.696,0.0,0.0,0.0,0.0,1050000000.0,90000000.0,52564.0,25.0,25.0,170.0,170.0,14.0
1525289720.696,0.0,0.0,0.0,0.0,420000000.0,-110000000.0,52564.0,25.0,25.0,170.0,170.0,14.0
1525289730.696,0.0,0.0,0.0,0.0,-720000000.0,130000000.0,52564.0,25.0,25.0,170.0,170.0,14.0
1525289740.696,0.0,0.0,0.0,0.0,370000000.0,460000000.0,52564.0,25.0,25.0,170.0,170.0,14.0
1525289750.696,0.0,0.0,0.0,0.0,220000000.0,-50000000.0,52564.0,25.0,25.0,170.0,170.0,14.0
1525289760.696,0.0,0.0,0.0,0.0,490000000.0,-90000000.0,52564.0,25.0,25.0,170.0,170.0,14.0
1525289770.696,0.0,0.0,0.0,0.0,-660000000.0,-430000000.0,52564.0,25.0,25.0,170.0,170.0,14.0
1525289780.696,0.0,0.0,0.0,0.0,740000000.0,-80000000.0,52564.0,25.0,25.0,170.0,170.0,14.0
1525289790.696,0.0,0.0,0.0,0.0,-240000000.0,-590000000.0,52564.0,25.0,25.0,170.0,170.0,14.0
1525289800.696,0.0,0.0,0.0,0.0,-200000000.0,-440000000.0,52564.0,25.0,25.0,170.0,170.0,14.0
1525289810.696,0.0,0.0,0.0,0.0,-1750000000.0,-90000000.0,52564.0,25.0,25.0,170.0,170.0,14.0
1525289820.696,0.0,0.0,0.0,0.0,-350000000.0,-440000000.0,52564.0,25.0,25.0,170.0,170.0,14.0
1525289830.696,0.0,0.0,0.0,0.0,230000000.0,-580000000.0,52564.0,25.0,25.0,170.0,170.0,14.0
1525289840.696,0.0,0.0,0.0,0.0,-1160000000.0,-590000000.0,52564.0,25.0,25.0,170.0,170.0,14.0
1525289850.696,0.0,0.0,0.0,0.0,-510000000.0,-340000000.0,52564.0,25.0,25.0,170.0,170.0,14.0
